age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
37,Private,171090,6,5,Married-civ-spouse,6,Wife,Black,Female,0,0,48,38,<=50K
22,Private,353039,11,9,Never-married,2,Unmarried,White,Female,0,0,36,25,<=50K
46,Federal-gov,213140,12,14,Married-civ-spouse,3,Husband,White,Male,0,1977,40,38,>50K
54,Private,188136,9,13,Divorced,11,Not-in-family,White,Female,0,1408,38,38,<=50K
33,Private,130057,7,12,Never-married,2,Not-in-family,White,Male,0,0,45,38,<=50K
70,State-gov,345339,9,13,Never-married,3,Not-in-family,White,Male,0,0,40,38,<=50K
36,Private,182074,15,10,Divorced,0,Not-in-family,White,Male,0,0,45,38,<=50K
53,Local-gov,176557,12,14,Divorced,9,Unmarried,White,Female,0,0,50,38,<=50K
55,State-gov,71630,11,9,Divorced,0,Not-in-family,White,Female,0,1617,40,38,<=50K
17,Private,159849,1,7,Never-married,10,Own-child,White,Female,0,0,30,38,<=50K
36,Private,183425,15,10,Divorced,5,Not-in-family,White,Male,0,0,40,38,<=50K
36,Self-emp-not-inc,125933,14,15,Never-married,9,Not-in-family,White,Male,0,0,55,38,>50K
40,Local-gov,180123,11,9,Married-spouse-absent,4,Own-child,Black,Male,0,0,40,38,<=50K
36,Private,592930,11,9,Married-civ-spouse,13,Husband,Black,Male,0,0,50,38,>50K
28,Private,183802,11,9,Married-civ-spouse,13,Husband,White,Male,0,0,55,38,<=50K
39,Private,77005,12,14,Married-civ-spouse,9,Husband,White,Male,99999,0,40,38,>50K
49,Private,80914,4,3,Never-married,6,Not-in-family,White,Male,0,0,45,38,<=50K
63,Self-emp-inc,165667,11,9,Married-civ-spouse,3,Husband,White,Male,0,0,40,38,<=50K
61,Private,123991,15,10,Married-civ-spouse,5,Husband,White,Male,0,0,20,38,<=50K
48,Self-emp-inc,181307,11,9,Married-civ-spouse,2,Husband,White,Male,0,0,60,38,>50K
55,Private,124137,11,9,Married-spouse-absent,6,Not-in-family,White,Male,0,0,40,30,<=50K
18,Unknown,137363,15,10,Never-married,14,Own-child,White,Female,0,0,4,38,<=50K
20,Private,291979,11,9,Married-civ-spouse,11,Other-relative,White,Male,0,0,20,38,<=50K
49,Private,91251,11,9,Married-civ-spouse,7,Husband,Asian-Pac-Islander,Male,0,0,40,2,<=50K
27,Federal-gov,148153,11,9,Married-civ-spouse,5,Husband,Asian-Pac-Islander,Male,0,0,40,38,<=50K
37,Private,131463,0,6,Divorced,7,Unmarried,White,Female,0,0,33,38,<=50K
32,State-gov,127651,11,9,Married-civ-spouse,10,Husband,White,Male,0,0,40,38,<=50K
33,Self-emp-inc,239018,10,16,Married-civ-spouse,9,Husband,White,Male,0,0,60,38,<=50K
47,Private,276087,8,11,Married-civ-spouse,7,Husband,White,Male,0,0,26,38,<=50K
34,Private,386877,11,9,Married-civ-spouse,6,Husband,Black,Male,0,0,40,38,<=50K
61,Private,210464,11,9,Divorced,0,Other-relative,Black,Female,0,0,35,38,<=50K
25,Private,632834,11,9,Never-married,2,Own-child,Black,Male,0,0,40,38,<=50K
26,Private,245465,7,12,Never-married,11,Own-child,White,Male,0,0,30,38,<=50K
18,Private,198087,11,9,Never-married,11,Own-child,White,Female,0,0,30,38,<=50K
35,Private,27408,11,9,Married-civ-spouse,11,Husband,White,Male,0,0,50,38,<=50K
36,Private,242713,11,9,Divorced,0,Unmarried,Black,Female,0,0,40,39,<=50K
56,Private,314727,11,9,Married-civ-spouse,2,Husband,White,Male,0,0,35,38,>50K
40,State-gov,269733,8,11,Never-married,2,Not-in-family,White,Male,0,0,40,38,<=50K
24,Private,177287,2,8,Never-married,7,Own-child,White,Female,0,0,38,38,<=50K
66,Private,167711,11,9,Widowed,11,Not-in-family,White,Female,0,0,40,38,>50K
42,Private,112181,11,9,Married-civ-spouse,6,Wife,White,Female,0,0,40,38,<=50K
28,Private,339002,11,9,Never-married,13,Own-child,White,Male,0,0,20,38,<=50K
39,State-gov,24721,15,10,Divorced,0,Unmarried,White,Female,0,0,35,38,<=50K
65,Self-emp-not-inc,37092,8,11,Married-civ-spouse,4,Husband,White,Male,0,0,25,38,<=50K
20,Private,216563,15,10,Never-married,7,Own-child,White,Female,0,0,20,38,<=50K
52,Private,204447,11,9,Married-civ-spouse,6,Husband,White,Male,4386,0,40,38,>50K
24,Unknown,151153,15,10,Never-married,14,Not-in-family,Asian-Pac-Islander,Male,99999,0,50,34,>50K
39,Private,187089,15,10,Divorced,11,Not-in-family,White,Female,0,0,40,38,<=50K
18,Private,423052,11,9,Never-married,6,Not-in-family,White,Female,0,0,30,38,<=50K
49,Private,169180,5,4,Married-civ-spouse,6,Wife,White,Female,0,0,40,16,<=50K
21,Private,104981,15,10,Never-married,9,Own-child,White,Male,0,0,48,38,<=50K
35,Unknown,120074,11,9,Married-civ-spouse,14,Husband,White,Male,0,0,30,38,<=50K
38,Private,269323,11,9,Married-civ-spouse,0,Husband,White,Male,0,0,40,38,>50K
55,Private,141549,11,9,Married-civ-spouse,2,Husband,White,Male,0,0,40,38,<=50K
27,Private,214858,0,6,Married-civ-spouse,2,Other-relative,White,Male,0,0,55,38,<=50K
34,Private,173524,11,9,Separated,0,Unmarried,White,Female,0,0,40,38,<=50K
54,Local-gov,365049,15,10,Never-married,9,Not-in-family,White,Female,0,0,40,25,<=50K
38,Private,60355,11,9,Never-married,0,Unmarried,White,Female,0,0,40,38,<=50K
32,Private,86808,11,9,Divorced,0,Other-relative,White,Female,0,0,40,38,<=50K
33,State-gov,174171,15,10,Separated,12,Not-in-family,White,Male,0,0,12,38,<=50K
32,Federal-gov,504951,7,12,Married-civ-spouse,10,Husband,White,Male,0,0,50,38,<=50K
34,Private,294064,12,14,Married-civ-spouse,3,Husband,White,Male,0,0,50,9,<=50K
46,Private,120131,9,13,Married-civ-spouse,7,Husband,White,Male,0,0,30,38,>50K
48,Private,199058,12,14,Married-civ-spouse,3,Husband,White,Male,0,0,40,38,>50K
23,Private,152328,15,10,Never-married,3,Own-child,White,Male,0,0,40,38,<=50K
48,Federal-gov,88564,5,4,Married-spouse-absent,5,Unmarried,White,Male,0,0,40,38,<=50K
67,Private,95113,11,9,Married-civ-spouse,3,Husband,White,Male,0,0,37,38,>50K
36,Private,247558,14,15,Married-civ-spouse,9,Husband,White,Male,5178,0,60,39,>50K
25,Private,178421,9,13,Never-married,7,Not-in-family,White,Female,0,0,20,38,<=50K
43,Private,484861,15,10,Married-civ-spouse,2,Husband,White,Male,4064,0,38,38,<=50K
27,Local-gov,225291,7,12,Never-married,9,Not-in-family,White,Female,0,0,40,38,<=50K
56,Private,205735,3,2,Separated,6,Unmarried,White,Male,0,0,40,38,<=50K
54,Self-emp-not-inc,58898,15,10,Married-civ-spouse,2,Husband,White,Male,0,1579,48,38,<=50K
39,Private,355468,11,9,Married-civ-spouse,11,Husband,White,Male,0,1887,46,38,>50K
60,Self-emp-not-inc,184362,11,9,Married-civ-spouse,11,Wife,White,Female,0,0,25,38,<=50K
27,Private,347513,15,10,Never-married,0,Not-in-family,White,Female,0,0,40,38,<=50K
21,Private,138768,15,10,Never-married,11,Own-child,White,Male,0,0,40,38,<=50K
24,Private,29810,15,10,Never-married,9,Own-child,White,Female,0,0,40,38,<=50K
31,Private,126501,15,10,Married-civ-spouse,2,Husband,White,Male,0,0,40,38,<=50K
22,Private,60783,0,6,Never-married,2,Own-child,White,Male,0,0,15,38,<=50K
26,Private,179772,9,13,Never-married,3,Not-in-family,White,Female,0,0,45,38,<=50K
45,Self-emp-inc,281911,11,9,Married-civ-spouse,2,Husband,White,Male,0,0,48,38,<=50K
33,Private,70447,11,9,Never-married,13,Other-relative,Asian-Pac-Islander,Male,0,0,40,38,<=50K
55,Unknown,449576,4,3,Married-civ-spouse,14,Husband,White,Male,0,0,48,25,<=50K
29,Private,327964,6,5,Divorced,6,Unmarried,Black,Female,0,0,40,38,<=50K
72,Private,496538,11,9,Widowed,0,Not-in-family,White,Female,6360,0,40,38,<=50K
35,Self-emp-not-inc,153066,11,9,Married-civ-spouse,2,Husband,White,Male,0,0,60,38,>50K
53,State-gov,77651,11,9,Married-civ-spouse,2,Husband,White,Male,0,0,40,38,<=50K
40,Private,119493,15,10,Never-married,3,Own-child,White,Female,0,0,40,38,<=50K
20,Private,256240,11,9,Never-married,7,Own-child,White,Male,0,0,30,38,<=50K
69,Private,177374,11,9,Widowed,0,Unmarried,White,Female,1848,0,12,38,<=50K
41,Local-gov,37848,11,9,Never-married,7,Unmarried,White,Female,0,0,25,38,<=50K
45,Private,129336,12,14,Married-civ-spouse,0,Husband,White,Male,0,0,45,38,>50K
27,Private,183511,11,9,Married-civ-spouse,5,Husband,White,Male,0,0,40,38,<=50K
46,Self-emp-inc,120131,14,15,Married-civ-spouse,9,Husband,White,Male,99999,0,60,38,>50K
55,Private,190508,15,10,Married-civ-spouse,13,Husband,Black,Male,0,0,35,38,<=50K
31,Private,363130,15,10,Married-civ-spouse,3,Husband,Black,Male,0,0,40,38,>50K
45,Private,240356,15,10,Divorced,11,Not-in-family,White,Female,0,0,55,38,<=50K
64,Private,133166,11,9,Married-civ-spouse,3,Husband,White,Male,0,0,5,38,<=50K
38,Private,32916,15,10,Married-civ-spouse,3,Husband,White,Male,0,0,45,38,<=50K
17,Private,117477,0,6,Never-married,7,Own-child,White,Male,0,0,40,38,<=50K
33,Private,34748,11,9,Married-civ-spouse,0,Wife,White,Female,0,1887,20,38,>50K
22,Private,459463,2,8,Married-spouse-absent,7,Unmarried,Black,Female,0,0,50,38,<=50K
23,Private,95989,15,10,Never-married,7,Own-child,White,Female,0,0,30,38,<=50K
25,Private,118088,11,9,Never-married,2,Unmarried,White,Male,0,0,40,38,<=50K
33,Private,150570,9,13,Married-civ-spouse,9,Husband,White,Male,3103,0,43,38,>50K
31,Unknown,505438,11,9,Married-civ-spouse,14,Husband,White,Male,0,0,30,25,<=50K
37,Private,179731,11,9,Never-married,7,Unmarried,White,Female,0,0,35,38,<=50K
53,Private,122109,11,9,Separated,0,Unmarried,White,Female,0,1876,38,38,<=50K
28,Local-gov,163942,15,10,Never-married,10,Own-child,White,Male,0,0,40,38,<=50K
33,Private,106670,9,13,Married-civ-spouse,9,Wife,White,Female,0,0,40,38,>50K
41,Private,123403,11,9,Married-civ-spouse,0,Husband,White,Male,0,0,40,38,<=50K
61,Self-emp-inc,119986,9,13,Married-civ-spouse,11,Husband,White,Male,0,0,50,38,<=50K
25,Private,66622,15,10,Never-married,7,Own-child,White,Female,0,0,25,38,<=50K
20,Unknown,40060,15,10,Never-married,14,Own-child,White,Male,0,0,56,38,<=50K
35,Private,260578,11,9,Divorced,3,Unmarried,White,Female,0,0,40,38,>50K
64,Local-gov,96076,8,11,Married-civ-spouse,3,Husband,White,Male,0,0,40,38,>50K
28,Private,70604,11,9,Married-civ-spouse,5,Husband,White,Male,0,0,38,38,<=50K
39,Self-emp-not-inc,230329,15,10,Never-married,9,Not-in-family,White,Male,0,1564,12,38,>50K
53,Private,49715,11,9,Divorced,13,Unmarried,White,Male,0,0,40,38,<=50K
28,Private,116531,11,9,Never-married,0,Not-in-family,White,Female,0,0,40,38,<=50K
38,Federal-gov,214542,15,10,Divorced,5,Unmarried,Black,Female,0,0,40,38,<=50K
25,Local-gov,335005,9,13,Never-married,9,Not-in-family,White,Male,0,0,35,21,<=50K
19,Private,258633,15,10,Never-married,7,Not-in-family,White,Female,0,0,30,38,<=50K
20,Private,203240,7,12,Never-married,0,Not-in-family,White,Female,0,0,30,38,<=50K
27,Private,104457,9,13,Never-married,6,Not-in-family,Asian-Pac-Islander,Male,0,0,40,39,<=50K
55,Local-gov,99131,11,9,Married-civ-spouse,9,Other-relative,White,Female,0,2246,40,38,>50K
52,State-gov,125796,12,14,Married-civ-spouse,9,Wife,Black,Female,0,1848,40,38,>50K
21,Unknown,479482,15,10,Never-married,14,Own-child,White,Female,0,0,40,38,<=50K
30,Private,167790,11,9,Never-married,0,Own-child,White,Female,0,0,40,38,<=50K
47,Private,133758,11,9,Divorced,3,Not-in-family,White,Female,0,1974,40,38,<=50K
22,Private,106843,0,6,Never-married,2,Other-relative,White,Male,0,0,30,38,<=50K
24,Private,117959,11,9,Married-civ-spouse,5,Husband,White,Male,4386,0,40,38,>50K
26,Private,174921,9,13,Never-married,11,Not-in-family,White,Female,0,0,40,38,<=50K
27,Private,134152,11,9,Married-civ-spouse,6,Husband,White,Male,0,0,45,38,<=50K
57,Private,99364,6,5,Married-civ-spouse,6,Husband,White,Male,0,0,40,32,<=50K
18,Local-gov,155905,12,14,Never-married,9,Own-child,White,Female,0,0,60,38,<=50K
30,Private,467108,9,13,Never-married,9,Not-in-family,White,Male,0,0,45,38,<=50K
34,Self-emp-not-inc,304622,9,13,Divorced,9,Unmarried,White,Female,0,0,50,38,<=50K
40,Private,198692,15,10,Married-civ-spouse,0,Husband,White,Male,5178,0,60,38,>50K
60,Private,178050,11,9,Divorced,7,Unmarried,Black,Female,0,0,38,38,<=50K
25,Private,162687,2,8,Married-civ-spouse,2,Husband,White,Male,0,0,40,38,>50K
39,Private,113151,9,13,Married-civ-spouse,11,Husband,White,Male,0,0,55,38,<=50K
48,Private,158924,11,9,Married-civ-spouse,0,Wife,White,Female,0,0,40,38,>50K
27,Self-emp-not-inc,141795,15,10,Married-civ-spouse,3,Husband,White,Male,0,0,30,38,<=50K
33,Self-emp-not-inc,33404,11,9,Divorced,2,Not-in-family,White,Male,0,0,65,38,>50K
65,Self-emp-inc,178771,11,9,Married-civ-spouse,3,Husband,White,Male,0,0,40,38,<=50K
52,Private,168553,11,9,Married-civ-spouse,2,Husband,White,Male,0,1977,40,38,>50K
27,Private,110648,9,13,Never-married,12,Own-child,White,Male,0,0,40,38,<=50K
32,Private,151053,15,10,Never-married,2,Unmarried,White,Male,0,0,40,38,<=50K
45,Self-emp-not-inc,142871,15,10,Separated,11,Unmarried,White,Male,0,0,50,38,<=50K
18,Unknown,343161,1,7,Never-married,14,Own-child,White,Male,0,0,16,38,<=50K
27,Private,183523,9,13,Never-married,3,Not-in-family,White,Male,0,0,45,38,<=50K
57,Self-emp-not-inc,222216,15,10,Married-civ-spouse,3,Wife,White,Female,0,0,60,38,<=50K
44,Private,121874,15,10,Divorced,11,Unmarried,White,Male,0,0,55,38,>50K
30,Private,467108,12,14,Married-civ-spouse,9,Husband,White,Male,0,0,44,38,>50K
26,Private,34393,15,10,Divorced,0,Not-in-family,White,Female,0,0,40,38,<=50K
28,Federal-gov,42003,15,10,Married-civ-spouse,0,Husband,White,Male,0,0,40,38,>50K
61,Private,180418,11,9,Married-civ-spouse,13,Husband,White,Male,0,0,40,38,>50K
49,Self-emp-not-inc,199590,11,9,Married-civ-spouse,2,Husband,White,Male,0,0,50,25,<=50K
33,Private,144949,12,14,Married-civ-spouse,9,Husband,White,Male,15024,0,40,38,>50K
50,Private,155594,7,12,Married-civ-spouse,6,Husband,White,Male,0,0,50,38,>50K
53,Self-emp-not-inc,162576,5,4,Married-civ-spouse,12,Husband,White,Male,0,0,99,38,<=50K
33,Private,232475,11,9,Married-civ-spouse,2,Husband,White,Male,0,0,40,38,>50K
22,Private,269474,15,10,Never-married,0,Own-child,White,Male,0,0,10,38,<=50K
45,Local-gov,140644,9,13,Divorced,10,Not-in-family,White,Male,0,0,40,38,>50K
26,Unknown,39640,15,10,Never-married,14,Not-in-family,White,Male,0,0,60,38,<=50K
50,Unknown,346014,5,4,Separated,14,Own-child,White,Female,0,0,20,38,<=50K
47,Self-emp-not-inc,159726,11,9,Married-civ-spouse,2,Husband,White,Male,0,0,40,38,>50K
52,Federal-gov,290856,9,13,Married-civ-spouse,9,Husband,White,Male,0,0,40,38,>50K
57,Private,217886,11,9,Widowed,0,Not-in-family,White,Female,0,0,36,38,<=50K
21,Unknown,199915,15,10,Never-married,14,Own-child,White,Female,0,0,35,38,<=50K
58,Private,106546,11,9,Divorced,0,Unmarried,White,Female,2174,0,40,38,<=50K
50,Local-gov,220640,12,14,Divorced,9,Not-in-family,Amer-Indian-Eskimo,Female,0,0,50,38,>50K
33,Federal-gov,88913,15,10,Never-married,0,Own-child,Asian-Pac-Islander,Female,0,0,40,38,<=50K
34,Self-emp-not-inc,288486,1,7,Married-civ-spouse,2,Husband,White,Male,0,0,40,38,<=50K
20,Private,227411,15,10,Never-married,7,Own-child,White,Female,0,0,20,38,<=50K
37,Local-gov,99935,12,14,Married-civ-spouse,10,Husband,White,Male,7688,0,50,38,>50K
57,Private,201112,7,12,Divorced,0,Not-in-family,Black,Female,0,0,40,38,<=50K
57,Self-emp-not-inc,123778,11,9,Married-civ-spouse,11,Husband,White,Male,0,0,48,38,<=50K
21,Private,204596,7,12,Never-married,0,Own-child,White,Female,0,0,8,38,<=50K
40,Private,190290,15,10,Divorced,11,Not-in-family,White,Male,0,0,40,38,<=50K
23,Private,196674,15,10,Separated,2,Not-in-family,White,Male,0,0,40,38,<=50K
54,Private,108435,11,9,Married-civ-spouse,0,Husband,White,Male,0,0,20,38,<=50K
38,Private,186359,15,10,Married-civ-spouse,3,Husband,White,Male,0,0,40,38,>50K
32,Private,137076,15,10,Married-civ-spouse,3,Husband,White,Male,15024,0,60,38,>50K
22,State-gov,262819,15,10,Never-married,0,Not-in-family,White,Female,0,0,40,38,<=50K
27,Private,171655,11,9,Never-married,0,Not-in-family,White,Female,0,0,42,38,<=50K
42,Private,183319,4,3,Married-civ-spouse,7,Husband,White,Male,0,0,40,7,<=50K
36,Private,127306,11,9,Never-married,0,Not-in-family,White,Female,0,0,47,38,<=50K
22,Private,68678,11,9,Married-civ-spouse,11,Husband,Black,Male,0,0,40,38,<=50K
40,State-gov,140108,6,5,Separated,6,Not-in-family,Black,Male,0,0,40,38,<=50K
26,Private,263444,11,9,Married-civ-spouse,6,Husband,White,Male,0,0,45,38,<=50K
46,State-gov,265554,11,9,Never-married,13,Not-in-family,Black,Male,0,0,40,38,<=50K
28,Private,410216,1,7,Married-civ-spouse,2,Not-in-family,White,Male,0,0,60,38,>50K
46,State-gov,20534,9,13,Never-married,3,Not-in-family,White,Male,0,0,45,38,<=50K
55,Private,188917,11,9,Divorced,5,Not-in-family,White,Female,0,0,40,38,<=50K
76,Private,98695,15,10,Divorced,0,Not-in-family,White,Female,0,0,20,38,<=50K
27,Private,411950,9,13,Never-married,9,Not-in-family,White,Male,0,0,60,38,<=50K
50,Private,237819,11,9,Married-civ-spouse,13,Husband,White,Male,0,0,40,38,>50K
75,Private,187424,11,9,Married-civ-spouse,2,Husband,White,Male,0,0,20,38,<=50K
42,Federal-gov,198316,12,14,Married-civ-spouse,3,Husband,White,Male,0,0,40,38,>50K
36,Local-gov,139703,12,14,Never-married,9,Not-in-family,Black,Female,0,0,40,38,<=50K
51,Private,152596,11,9,Married-civ-spouse,10,Husband,White,Male,0,0,40,38,<=50K
43,Private,194726,14,15,Married-civ-spouse,9,Husband,White,Male,15024,0,55,38,>50K
44,Private,82601,9,13,Married-civ-spouse,13,Husband,White,Male,0,0,40,38,<=50K
20,Unknown,229843,15,10,Never-married,14,Not-in-family,Black,Female,0,0,20,38,<=50K
60,Private,122276,4,3,Married-civ-spouse,2,Husband,White,Male,0,0,45,21,<=50K
47,State-gov,188386,9,13,Married-civ-spouse,9,Husband,White,Male,0,0,45,38,>50K
73,Private,92298,1,7,Married-civ-spouse,6,Husband,White,Male,0,0,15,38,<=50K
27,Private,390657,11,9,Married-civ-spouse,5,Husband,Black,Male,0,0,40,38,<=50K
50,Private,89041,11,9,Married-civ-spouse,2,Husband,White,Male,15024,0,50,38,>50K
35,Private,314897,5,4,Married-civ-spouse,2,Husband,White,Male,0,0,40,32,<=50K
31,Private,166343,11,9,Never-married,6,Own-child,Black,Male,0,0,50,39,<=50K
45,Private,88781,9,13,Married-civ-spouse,2,Husband,White,Male,0,0,40,10,>50K
57,Private,41762,11,9,Married-civ-spouse,2,Husband,Asian-Pac-Islander,Male,0,0,40,34,>50K
34,Private,849857,11,9,Married-civ-spouse,2,Husband,White,Male,0,0,40,26,<=50K
19,Private,307496,15,10,Never-married,7,Own-child,White,Female,0,0,16,38,<=50K
25,Private,324372,11,9,Never-married,5,Own-child,Black,Male,0,0,40,38,<=50K
39,Private,99270,9,13,Married-civ-spouse,9,Wife,White,Female,0,0,50,10,>50K
28,Private,160731,11,9,Married-civ-spouse,2,Husband,White,Male,0,0,40,30,>50K
48,State-gov,148306,12,14,Divorced,9,Unmarried,White,Female,0,0,40,38,<=50K
38,Private,259019,11,9,Married-civ-spouse,2,Husband,White,Male,0,0,44,38,<=50K
53,Private,224894,4,3,Married-civ-spouse,8,Wife,Black,Female,0,0,10,13,<=50K
19,Private,258470,11,9,Never-married,5,Not-in-family,White,Male,0,0,40,38,<=50K
41,Private,197919,11,9,Married-civ-spouse,0,Wife,White,Female,0,0,60,38,<=50K
23,Private,213719,7,12,Never-married,11,Own-child,Black,Female,0,0,36,38,<=50K
32,Private,226535,11,9,Never-married,2,Not-in-family,White,Male,0,0,40,38,<=50K
35,Private,146042,15,10,Divorced,6,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,38,<=50K
21,Private,180339,8,11,Never-married,4,Not-in-family,White,Female,0,1602,30,38,<=50K
24,Private,99970,9,13,Never-married,12,Own-child,White,Male,0,0,40,38,<=50K
34,Private,300687,11,9,Married-civ-spouse,2,Husband,Black,Male,0,0,40,38,<=50K
29,Local-gov,219906,9,13,Married-civ-spouse,9,Wife,White,Female,0,0,25,38,>50K
24,Private,122234,15,10,Never-married,0,Not-in-family,Black,Female,0,0,20,39,<=50K
55,Private,158641,11,9,Widowed,0,Not-in-family,White,Female,0,0,40,38,<=50K
28,Private,239539,11,9,Married-spouse-absent,6,Own-child,Asian-Pac-Islander,Male,0,0,40,29,<=50K
46,Local-gov,102308,11,9,Never-married,2,Own-child,White,Male,0,0,40,38,<=50K
38,Private,186934,11,9,Married-civ-spouse,6,Husband,White,Male,0,0,40,38,<=50K
29,Private,234447,15,10,Divorced,0,Not-in-family,Black,Female,0,0,40,38,<=50K
35,Private,125933,9,13,Married-civ-spouse,2,Husband,White,Male,0,0,50,38,>50K
29,Private,142760,11,9,Never-married,5,Not-in-family,Black,Male,0,0,40,38,<=50K
41,State-gov,309056,10,16,Married-civ-spouse,9,Husband,White,Male,0,0,50,38,>50K
40,Self-emp-not-inc,48859,11,9,Married-civ-spouse,2,Husband,White,Male,0,0,32,38,<=50K
30,Private,110594,11,9,Divorced,0,Own-child,White,Female,0,0,40,38,<=50K
72,Private,426562,1,7,Divorced,7,Not-in-family,Black,Female,0,0,35,38,<=50K
17,Private,169037,1,7,Never-married,5,Own-child,White,Male,0,0,40,38,<=50K
46,Self-emp-inc,123075,11,9,Married-civ-spouse,10,Husband,White,Male,0,0,70,38,<=50K
38,Private,195744,9,13,Never-married,7,Not-in-family,White,Male,0,0,48,38,<=50K
36,Private,81896,9,13,Never-married,9,Not-in-family,White,Female,0,0,45,38,<=50K
24,Self-emp-not-inc,172047,7,12,Never-married,2,Own-child,White,Male,0,0,40,38,<=50K
28,Private,253814,11,9,Divorced,7,Unmarried,White,Female,0,0,35,38,<=50K
28,Private,66473,11,9,Married-civ-spouse,6,Husband,White,Male,0,0,40,38,<=50K
60,Unknown,56248,11,9,Married-civ-spouse,14,Husband,White,Male,0,1485,70,38,>50K
42,Local-gov,271521,15,10,Married-civ-spouse,10,Husband,Other,Male,0,0,40,38,>50K
48,Private,265295,9,13,Married-civ-spouse,3,Husband,White,Male,0,0,40,38,>50K
37,Self-emp-not-inc,174308,11,9,Married-civ-spouse,2,Husband,White,Male,0,0,40,38,<=50K
32,Private,196342,10,16,Never-married,9,Not-in-family,White,Male,0,0,40,38,>50K
55,Private,223594,15,10,Married-civ-spouse,2,Husband,Black,Male,7688,0,40,32,>50K
30,Private,149787,15,10,Married-civ-spouse,5,Husband,White,Male,0,0,40,38,<=50K
68,Private,124686,5,4,Widowed,6,Not-in-family,White,Female,0,0,10,38,<=50K
45,Private,50163,11,9,Divorced,7,Not-in-family,White,Female,0,0,30,38,<=50K
26,Private,175789,11,9,Divorced,5,Own-child,White,Female,0,0,40,38,<=50K
22,Private,218215,15,10,Never-married,3,Own-child,White,Female,0,0,40,38,<=50K
22,Private,166371,15,10,Never-married,2,Own-child,White,Male,0,0,40,38,<=50K
36,Private,169469,15,10,Married-civ-spouse,3,Husband,White,Male,7298,0,40,38,>50K
52,Private,145081,5,4,Never-married,6,Not-in-family,Black,Female,0,0,40,38,<=50K
68,Private,214521,14,15,Widowed,9,Unmarried,White,Female,0,0,16,38,<=50K
26,Local-gov,287233,9,13,Married-civ-spouse,9,Wife,Black,Female,0,0,40,38,>50K
52,Private,201310,9,13,Divorced,3,Not-in-family,White,Male,0,0,40,39,<=50K
46,Self-emp-not-inc,197836,11,9,Married-civ-spouse,4,Husband,White,Male,0,1672,50,38,<=50K
53,Private,158294,12,14,Married-civ-spouse,9,Husband,White,Male,7298,0,40,38,>50K
17,Private,127366,1,7,Never-married,11,Own-child,White,Female,0,0,8,38,<=50K
29,Private,203697,9,13,Married-civ-spouse,9,Own-child,White,Male,0,0,75,38,<=50K
41,Private,168730,15,10,Married-civ-spouse,11,Husband,White,Male,0,0,50,38,>50K
45,Private,165232,15,10,Divorced,12,Not-in-family,Black,Female,0,0,40,37,<=50K
57,Private,175942,15,10,Divorced,3,Not-in-family,White,Female,0,0,50,38,>50K
30,Federal-gov,356689,9,13,Married-civ-spouse,0,Husband,White,Male,0,0,30,23,<=50K
46,Private,132912,11,9,Married-civ-spouse,11,Husband,White,Male,0,0,45,38,>50K
45,Private,187226,7,12,Married-civ-spouse,5,Husband,White,Male,0,0,40,38,<=50K
59,Unknown,254765,15,10,Married-civ-spouse,14,Husband,White,Male,0,0,40,38,>50K
40,Private,202565,7,12,Married-civ-spouse,11,Husband,White,Male,0,0,52,38,<=50K
38,State-gov,103925,11,9,Divorced,7,Unmarried,White,Female,2036,0,20,38,<=50K
22,Private,112164,15,10,Never-married,3,Own-child,White,Female,0,0,40,39,<=50K
59,Self-emp-not-inc,70623,5,4,Married-civ-spouse,11,Husband,White,Male,0,0,85,38,<=50K
36,Private,102729,15,10,Never-married,2,Not-in-family,White,Male,0,0,40,38,<=50K
40,Private,558944,5,4,Never-married,4,Own-child,White,Male,0,0,40,38,<=50K
18,Private,256967,0,6,Never-married,11,Other-relative,Black,Female,0,0,40,38,<=50K
62,Unknown,144583,11,9,Married-civ-spouse,14,Husband,White,Male,0,0,40,38,<=50K
63,Private,102412,11,9,Divorced,11,Not-in-family,White,Female,0,0,40,38,<=50K
29,Private,159788,12,14,Never-married,9,Not-in-family,White,Female,0,0,80,38,<=50K
27,Private,55743,9,13,Married-civ-spouse,3,Wife,Black,Female,0,0,45,38,>50K
47,State-gov,148171,10,16,Divorced,9,Unmarried,White,Male,0,0,50,9,>50K
20,Local-gov,271354,11,9,Never-married,0,Own-child,White,Male,0,0,40,38,<=50K
48,Private,98524,7,12,Married-civ-spouse,2,Husband,White,Male,0,0,45,38,<=50K
29,Private,272913,11,9,Married-civ-spouse,0,Husband,White,Male,0,0,30,25,<=50K
22,Private,324445,11,9,Never-married,12,Not-in-family,White,Female,0,0,40,38,<=50K
42,Private,155469,7,12,Widowed,12,Unmarried,White,Female,0,0,24,38,<=50K
36,Private,102945,8,11,Divorced,2,Not-in-family,White,Male,0,0,40,38,<=50K
60,Private,291904,0,6,Divorced,7,Not-in-family,Black,Female,0,0,40,38,<=50K
41,Federal-gov,186601,11,9,Separated,3,Not-in-family,Black,Female,0,0,40,38,<=50K
43,Private,172401,11,9,Married-civ-spouse,11,Husband,White,Male,0,0,40,38,>50K
